order_id,customer_id,restaurant_name,cuisine_type,cost_of_the_order,day_of_the_week,rating,food_preparation_time,delivery_time
1478261,106940,Parm,Italian,9.07,Weekday,4,23,30
1477121,274232,Nobu Next Door,Japanese,7.86,Weekday,5,20,27
1477927,351329,Parm,Italian,12.23,Weekday,Not given,27,26
1477871,124875,Shake Shack,American,21.39,Weekend,3,33,22
1476644,142461,Shake Shack,American,16.93,Weekend,5,35,28
1477415,58800,Mamoun's Falafel,Mediterranean,14.41,Weekend,5,33,26
1477397,117810,Momoya,Japanese,8.05,Weekend,Not given,31,25
1476723,136807,RedFarm Hudson,Chinese,19.35,Weekday,5,35,28
1478258,222734,Shake Shack,American,16.98,Weekend,3,23,23
1477222,348096,The Meatball Shop,Italian,11.64,Weekend,4,23,24
1477335,84457,Nobu Next Door,Japanese,29.15,Weekend,Not given,27,15
1476790,141732,Cho Dang Gol,Korean,12.18,Weekday,5,20,26
1477330,198802,DuMont Burger,American,24.25,Weekend,3,28,20
1477639,211035,Blue Ribbon Sushi,Japanese,19.45,Weekday,Not given,28,28
1478124,328331,S'MAC,American,16.11,Weekday,5,25,24
1477076,68834,Sushi of Gari 46,Japanese,31.43,Weekend,5,29,30
1476939,111894,The Meatball Shop,Italian,25.27,Weekend,Not given,25,29
1476661,42755,Blue Ribbon Sushi,Japanese,12.13,Weekend,3,24,23
1478268,306119,Xi'an Famous Foods,Chinese,20.86,Weekend,4,35,26
1477253,111125,Blue Ribbon Sushi,Japanese,8.54,Weekend,5,34,29
1477778,100889,RedFarm Broadway,Chinese,31.43,Weekend,4,30,23
1476923,50199,J. G. Melon,American,19.4,Weekday,4,35,26
1477362,172758,Shake Shack,American,12.23,Weekday,4,31,24
1477404,96254,Yama Japanese Restaurant,Japanese,6.69,Weekend,4,28,17
1477000,328731,Blue Ribbon Fried Chicken,American,29.59,Weekend,5,23,25
1478148,261371,Shake Shack,American,22.31,Weekend,Not given,35,28
1477377,198802,DuMont Burger,American,12.56,Weekend,Not given,35,19
1478039,292343,Amy Ruth's,Southern,12.23,Weekday,Not given,32,33
1478320,85091,The Meatball Shop,Italian,13.53,Weekday,3,20,31
1478304,321492,'wichcraft,American,8.1,Weekday,5,28,28
1477194,62540,Blue Ribbon Sushi,Japanese,5.92,Weekday,Not given,27,31
1477132,110792,Blue Ribbon Sushi,Japanese,12.13,Weekend,5,28,15
1477466,222734,Shake Shack,American,13.97,Weekend,5,35,27
1476700,127036,Shake Shack,American,12.23,Weekend,Not given,27,18
1478011,96877,Melt Shop,American,16.98,Weekend,5,30,19
1476748,109906,The Meatball Shop,American,9.27,Weekend,Not given,24,23
1477437,304993,Shake Shack,American,31.43,Weekend,3,31,24
1477550,97324,Shake Shack,American,29.05,Weekday,4,27,29
1478277,48282,The Meatball Shop,American,14.5,Weekend,5,34,25
1476873,237616,Shake Shack,American,5.82,Weekend,Not given,26,30
1477353,106324,The Meatball Shop,Italian,16.2,Weekend,5,21,26
1478190,94152,RedFarm Broadway,Chinese,8.68,Weekday,3,33,30
1477316,164776,TAO,Japanese,15.67,Weekend,5,20,22
1476981,138586,Shake Shack,American,5.82,Weekend,Not given,22,28
1477473,97838,Han Dynasty,Chinese,29.15,Weekend,Not given,29,21
1476701,292602,Chipotle Mexican Grill $1.99 Delivery,Mexican,22.31,Weekend,5,31,17
1477421,397537,The Smile,American,12.18,Weekend,5,31,19
1477819,35309,Blue Ribbon Sushi,Japanese,25.22,Weekday,Not given,31,24
1477513,64151,Jack's Wife Freda,Mediterranean,12.18,Weekday,5,23,31
1478056,120353,Blue Ribbon Sushi,Japanese,19.45,Weekend,Not given,28,24
1478448,405339,Parm,Italian,15.5,Weekday,5,24,24
1478452,405343,Otto Enoteca Pizzeria,Italian,18.78,Weekend,5,24,21
1478456,405347,Sushi Samba,Japanese,16.82,Weekday,5,27,20
1478458,405351,Mission Cantina,Mexican,18.79,Weekend,5,23,28
1478461,405354,Cafe Habana,Mexican,19.41,Weekend,5,24,20
1478462,405355,Vanessa's Dumplings,Chinese,16.56,Weekday,5,29,22
1478463,405357,Sushi of Gari 46,Japanese,15.5,Weekday,Not given,27,20
1478464,405360,Tony's Di Napoli,Italian,18.07,Weekday,5,28,26
1478466,405364,da Umberto,Italian,18.06,Weekend,5,25,21
1478468,405368,Otto Enoteca Pizzeria,Italian,16.16,Weekday,4,25,27
1478473,405372,Bukhara Grill,Indian,16.97,Weekday,5,25,22
1478474,405377,Sushi of Gari Tribeca,Japanese,17.39,Weekday,5,30,25
1478479,405381,Dirty Bird To Go (archived),American,18.16,Weekday,Not given,28,24
1478484,405385,Sushi Samba,Japanese,15.69,Weekend,5,25,28
1478487,405386,The Meatball Shop,Italian,16.48,Weekend,Not given,27,24
1478492,405387,Mamoun's Falafel,Mediterranean,17.52,Weekend,5,30,20
1478493,405390,Sarabeth's Restaurant,American,17.92,Weekday,4,30,23
1478498,405395,RedFarm Broadway,Chinese,15.25,Weekday,5,28,26
1478500,405396,Blue Ribbon Sushi,Japanese,16.06,Weekday,4,27,27
1478505,405401,Vanessa's Dumplings,Chinese,16.9,Weekday,5,27,23
1478507,405406,Hunan Manor,Chinese,14.92,Weekend,Not given,25,27
1478512,405407,The Meatball Shop,Italian,17.27,Weekend,Not given,30,22
1478516,405409,Bhatti Indian Grill,Indian,14.82,Weekend,4,24,20
1478518,405413,Shake Shack,American,18.7,Weekday,5,26,24
1478520,405416,Yama 49,Japanese,14.29,Weekend,5,25,24
1478524,405421,The Meatball Shop,Italian,14.79,Weekend,5,24,22
1478525,405426,Donburi-ya,Japanese,14.44,Weekend,4,30,25
1478526,405431,Blue Ribbon Sushi Bar & Grill,Japanese,17.15,Weekend,4,24,26
1478530,405436,Vanessa's Dumpling House,Chinese,14.2,Weekend,Not given,25,24
1478532,405437,Room Service,Thai,19.02,Weekend,Not given,26,22
1478535,405441,Carmine's,Italian,15.81,Weekend,Not given,25,27
1478538,405443,Don's Bogam BBQ & Wine Bar,Korean,14.34,Weekend,Not given,23,24
1478542,405446,Pinto Nouveau Thai Bistro,Thai,17.92,Weekday,Not given,25,24
1478544,405448,Kanoyama,Japanese,15.36,Weekend,Not given,25,24
1478545,405451,Bistango,Italian,16.5,Weekday,5,28,27
1478546,405455,Shake Shack,American,15.73,Weekday,4,30,21
1478549,405457,Pylos,Mediterranean,13.48,Weekend,5,29,19
1478551,405458,The Meatball Shop,Italian,16.18,Weekday,5,30,25
1478553,405461,Blue Ribbon Sushi,Japanese,18.25,Weekday,5,27,25
1478554,405463,Spice Thai,Thai,21.68,Weekend,5,26,23
1478559,405465,Blue Ribbon Sushi Bar & Grill,Japanese,17.2,Weekday,5,29,20
1478560,405468,Schnipper's Quality Kitchen,American,17.6,Weekend,Not given,27,28
1478562,405473,Cafe Habana,Mexican,16.2,Weekday,5,29,20
1478567,405476,Benihana,Japanese,14.8,Weekend,4,26,28
1478572,405481,Friend of a Farmer,American,15.09,Weekend,4,24,25
1478576,405482,Donburi-ya,Japanese,14.96,Weekday,5,27,20
1478578,405485,S'MAC,American,17.93,Weekday,5,25,26
1478580,405489,Saravanaa Bhavan,Indian,16.51,Weekend,5,25,20
1478584,405490,Five Guys Burgers and Fries,American,17.9,Weekend,Not given,29,20
1478587,405491,Ravagh Persian Grill,Middle Eastern,19.54,Weekend,Not given,29,27
1478589,405496,The Odeon,American,14.97,Weekend,5,29,26
1478591,405501,Sushi of Gari,Japanese,16.39,Weekend,5,29,24
1478594,405502,Blue Ribbon Fried Chicken,American,15.97,Weekday,5,30,22
1478597,405504,UVA Wine Bar & Restaurant,Italian,15.53,Weekend,5,29,21
1478599,405508,RedFarm Broadway,Chinese,14.31,Weekend,Not given,29,22
1478602,405509,The Loop,Japanese,16.34,Weekend,Not given,25,23
1478605,405514,The Meatball Shop,Italian,15.32,Weekend,5,29,20
1478609,405517,Friend of a Farmer,American,18.25,Weekday,5,29,21
1478614,405518,TAO,Japanese,16.56,Weekend,Not given,26,26
1478617,405519,Parm,Italian,17.56,Weekday,4,25,22
1478619,405523,Jack's Wife Freda,Mediterranean,17.49,Weekday,5,27,22
1478623,405527,TAO,Japanese,14.13,Weekend,4,26,25
1478625,405528,Shake Shack,American,18.22,Weekend,4,27,20
1478628,405533,Il Bambino,Italian,14.52,Weekend,4,30,21
1478632,405534,Donburi-ya,Japanese,15.32,Weekend,Not given,29,28
1478637,405539,Barbounia,Mediterranean,16.72,Weekend,Not given,30,27
1478638,405543,Jack's Wife Freda,Mediterranean,14.53,Weekend,4,29,22
1478641,405546,Shake Shack,American,14.55,Weekend,4,24,20
1478642,405551,Rubirosa,Italian,16.05,Weekend,5,30,23
1478646,405555,L'Express,French,19.63,Weekday,5,28,24
1478649,405556,ilili Restaurant,Middle Eastern,16.53,Weekday,5,29,26
1478650,405559,Shake Shack,American,17.23,Weekend,4,29,23
1478652,405564,Empanada Mama (closed),Mexican,17.64,Weekend,Not given,29,23
1478654,405568,Donburi-ya,Japanese,15.78,Weekend,Not given,25,20
1478657,405569,The Loop,Japanese,18.67,Weekend,4,28,22
1478662,405570,Shake Shack,American,16.58,Weekday,Not given,29,26
1478664,405571,Taro Sushi,Japanese,17.12,Weekday,4,24,20
1478668,405572,Shake Shack,American,17.37,Weekday,Not given,28,27
1478672,405573,Balade,Middle Eastern,17.38,Weekend,4,23,20
1478675,405578,Schnipper's Quality Kitchen,American,15.14,Weekend,Not given,24,28
1478677,405580,Market Table,American,15.94,Weekday,Not given,25,21
1478679,405584,Piccolo Angolo,Italian,14.72,Weekday,5,30,25
1478682,405589,Don's Bogam BBQ & Wine Bar,Korean,15.48,Weekend,5,22,17
1478684,405594,Posto,Italian,18.07,Weekend,5,26,25
1478686,405597,Chote Nawab,Indian,18.32,Weekend,5,27,23
1478687,405601,brgr,American,14.66,Weekday,5,29,21
1478690,405606,Jack's Wife Freda,Mediterranean,14.26,Weekend,Not given,29,20
1478693,405609,Shake Shack,American,18.15,Weekend,Not given,26,27
1478698,405611,Chipotle Mexican Grill $1.99 Delivery,Mexican,15.85,Weekday,5,23,27
1478702,405616,Klong,Thai,17.48,Weekend,5,29,21
1478705,405617,Blue Ribbon Sushi,Japanese,15.37,Weekday,4,28,25
1478710,405619,J. G. Melon,American,17.41,Weekday,5,24,27
1478712,405623,Pepe Rosso To Go,Italian,15.61,Weekday,Not given,29,26
1478714,405627,Balade,Middle Eastern,19.98,Weekday,4,26,23
1478716,405631,RedFarm Broadway,Chinese,15.52,Weekend,Not given,29,23
1478721,405634,RedFarm Broadway,Chinese,15.48,Weekday,5,30,22
1478723,405636,Sushi of Gari 46,Japanese,14.22,Weekend,5,26,22
1478726,405637,Dickson's Farmstand Meats,American,14.92,Weekend,Not given,30,24
1478727,405641,DuMont Burger,American,15.72,Weekend,5,26,24
1478731,405643,Dirty Bird to Go,American,14.82,Weekend,4,26,23
1478734,405645,Moonstruck on Second,American,17.63,Weekday,4,27,24
1478738,405649,Carmine's,Italian,18.76,Weekend,4,29,25
1478743,405654,Cafe Mogador,Middle Eastern,19.16,Weekday,4,26,21
1478746,405659,Rohm Thai,Thai,21.33,Weekday,Not given,27,26
1478747,405660,Sushi of Gari,Japanese,16.01,Weekday,5,26,20
1478750,405661,Hunan Manor,Chinese,18.1,Weekday,5,29,21
1478755,405665,Olive Garden,Italian,15.48,Weekend,Not given,26,25
1478757,405669,Shake Shack,American,14.25,Weekend,5,30,28
1478758,405673,Le Grainne Cafe,French,17.88,Weekend,5,28,27
1478762,405675,Waverly Diner,American,15.31,Weekend,Not given,24,27
1478766,405676,Go! Go! Curry!,Japanese,15.34,Weekend,Not given,24,26
1478770,405678,Samurai Mama,Japanese,18.59,Weekday,5,27,23
1478774,405682,Pinto Nouveau Thai Bistro,Thai,16.67,Weekday,5,28,20
1478775,405684,Woorijip,Korean,13.63,Weekend,5,25,19
1478779,405687,Westville Hudson,American,14.64,Weekend,5,26,21
1478780,405691,Blue Ribbon Sushi Bar & Grill,Japanese,17.44,Weekend,Not given,30,21
1478784,405696,Shake Shack,American,17.88,Weekend,Not given,24,25
1478787,405701,Cipriani Le Specialita,Italian,16.79,Weekday,4,25,21
1478792,405705,Vanessa's Dumplings,Chinese,15.0,Weekend,5,25,21
1478796,405706,The Kati Roll Company,Indian,19.04,Weekend,4,29,25
1478799,405711,Chipotle Mexican Grill $1.99 Delivery,Mexican,19.38,Weekend,Not given,24,21
1478802,405714,Lantern Thai Kitchen,Thai,19.24,Weekday,5,24,24
1478807,405717,Hangawi,Korean,12.99,Weekday,5,24,18
1478809,405720,Bareburger,American,14.99,Weekend,4,29,23
1478812,405722,Amy Ruth's,Southern,18.1,Weekday,Not given,28,25
1478816,405723,Emporio,Italian,17.11,Weekday,4,30,21
1478821,405727,Cafe de La Esquina,Mexican,16.48,Weekday,5,25,20
1478822,405729,V-Nam Cafe,Vietnamese,12.96,Weekday,4,24,28
1478824,405733,Samurai Mama,Japanese,14.6,Weekend,Not given,29,24
1478828,405736,Coppola's East,Italian,15.96,Weekend,Not given,29,27
1478829,405737,Donburi-ya,Japanese,17.68,Weekend,Not given,27,20
1478834,405739,Sushi of Gari Tribeca,Japanese,14.59,Weekday,Not given,30,24
1478836,405740,Cho Dang Gol,Korean,13.71,Weekend,Not given,23,16
1478838,405744,Parm,Italian,16.45,Weekend,5,27,21
1478843,405745,RedFarm Broadway,Chinese,15.35,Weekday,4,29,24
1478844,405750,The Meatball Shop,Italian,18.33,Weekday,Not given,27,23
1478845,405754,Xi'an Famous Foods,Chinese,14.5,Weekday,Not given,28,23
1478846,405757,Dickson's Farmstand Meats,American,16.6,Weekend,4,24,23
1478851,405759,Sarabeth's East,American,17.49,Weekend,Not given,29,25
1478853,405761,Hill Country Fried Chicken,Southern,16.42,Weekend,5,30,21
1478857,405765,Blue Ribbon Fried Chicken,American,14.98,Weekend,5,25,27
1478859,405770,Paul & Jimmy's,Italian,18.83,Weekend,4,30,22
1478864,405774,Sarabeth's Restaurant,American,17.71,Weekend,5,30,25
1478868,405777,Pylos,Mediterranean,16.07,Weekend,Not given,25,21
1478871,405779,Jack's Wife Freda,Mediterranean,13.94,Weekday,5,28,24
1478876,405783,Yama 49,Japanese,17.25,Weekday,Not given,25,21
1478879,405786,RedFarm Hudson,Chinese,16.56,Weekend,Not given,25,22
1478881,405787,RedFarm Hudson,Chinese,15.87,Weekday,4,30,25
1478886,405788,The MasalaWala,Indian,15.7,Weekday,Not given,27,21
1478888,405789,RedFarm Broadway,Chinese,13.95,Weekday,Not given,28,22
1478890,405793,Dirty Bird to Go,American,16.02,Weekend,5,24,20
1478892,405794,brgr,American,17.94,Weekday,5,30,23
1478893,405796,Shake Shack,American,17.67,Weekday,5,28,22
1478895,405801,Joe's Shanghai _Àü£¾÷´,Chinese,14.04,Weekend,5,24,21
1478899,405806,Blue Ribbon Brooklyn,American,18.53,Weekday,Not given,29,27
1478902,405809,Five Guys Burgers and Fries,American,17.95,Weekday,Not given,29,25
1478904,405814,Blue Ribbon Sushi,Japanese,17.37,Weekend,Not given,29,23
1478905,405818,67 Burger,American,14.47,Weekday,5,29,28
1478908,405823,ilili Restaurant,Middle Eastern,16.75,Weekday,Not given,23,25
1478910,405827,Yama Japanese Restaurant,Japanese,18.18,Weekday,5,25,27
1478913,405829,Coppola's East,Italian,15.7,Weekend,4,27,28
1478915,405832,Shake Shack,American,16.95,Weekday,4,28,24
1478916,405835,The Meatball Shop,American,17.33,Weekday,5,30,22
1478919,405840,Sushi Samba,Japanese,16.99,Weekday,5,30,27
1478922,405841,Five Leaves,American,15.49,Weekend,Not given,26,20
1478923,405846,Blue Ribbon Sushi Bar & Grill,Japanese,16.66,Weekend,Not given,29,28
1478924,405849,Asuka Sushi,Japanese,15.89,Weekend,Not given,27,26
1478927,405850,Bareburger,American,13.92,Weekend,5,25,22
1478931,405853,Sarabeth's Restaurant,American,14.07,Weekday,5,29,21
1478932,405858,Sushi of Gari,Japanese,15.05,Weekend,Not given,28,22
1478933,405859,Chipotle Mexican Grill $1.99 Delivery,Mexican,16.31,Weekday,5,24,27
1478936,405863,Burger Joint,American,14.54,Weekend,Not given,24,23
1478938,405865,Momoya,Japanese,15.79,Weekday,5,26,26
1478939,405869,Blue Ribbon Sushi,Japanese,14.52,Weekend,5,30,22
1478940,405871,Lucky Strike,American,17.95,Weekend,4,28,28
1478943,405872,Pongsri Thai,Thai,18.01,Weekday,5,25,22
1478946,405877,Cafe de La Esquina,Mexican,14.42,Weekend,Not given,24,26
1478948,405880,Hatsuhana,Japanese,17.02,Weekend,Not given,27,21
1478950,405884,Han Dynasty,Chinese,16.94,Weekday,5,27,24
1478955,405885,Dos Caminos Soho,Mexican,18.86,Weekend,4,24,27
1478960,405888,Spice Thai,Thai,18.78,Weekday,5,30,26
1478961,405889,ilili Restaurant,Middle Eastern,17.9,Weekend,Not given,28,28
1478965,405891,Parm,Italian,14.2,Weekday,4,24,26
1478966,405892,ilili Restaurant,Middle Eastern,19.25,Weekday,5,28,24
1478968,405894,Nobu Next Door,Japanese,15.99,Weekday,5,26,28
1478971,405895,V-Nam Cafe,Vietnamese,13.49,Weekday,5,26,25
1478975,405896,The Loop,Japanese,16.61,Weekend,Not given,26,21
1478979,405897,The Kati Roll Company,Indian,16.06,Weekday,Not given,24,24
1478980,405902,The Kati Roll Company,Indian,19.42,Weekend,5,25,24
1478982,405905,Westville Hudson,American,16.78,Weekend,5,27,24
1478987,405907,Paul & Jimmy's,Italian,15.54,Weekday,5,28,25
1478991,405909,Big Wong Restaurant _¤¾Ñ¼,Chinese,14.97,Weekend,Not given,29,22
1478993,405914,Lamarca Pasta,Italian,14.25,Weekday,4,28,21
1478997,405918,Barbounia,Mediterranean,15.07,Weekday,5,25,24
1479001,405920,Bareburger,American,16.12,Weekday,5,30,24
1479002,405924,Paul & Jimmy's,Italian,15.24,Weekend,4,30,23
1479004,405929,Cafe Habana,Mexican,15.91,Weekday,Not given,27,24
1479008,405933,Bhatti Indian Grill,Indian,17.17,Weekend,Not given,26,22
1479013,405936,RedFarm Hudson,Chinese,13.91,Weekend,Not given,24,19
1479018,405941,Serafina Fabulous Pizza,Italian,18.65,Weekend,Not given,27,22
1479023,405943,Balade,Middle Eastern,20.08,Weekday,5,26,27
1479027,405947,Blue Ribbon Fried Chicken,American,14.47,Weekday,5,27,28
1479029,405948,The Meatball Shop,Italian,17.44,Weekend,4,27,25
1479033,405949,Anjappar Chettinad,Indian,16.71,Weekend,5,24,22
1479038,405954,Parm,Italian,18.36,Weekend,4,25,22
1479041,405956,Big Wong Restaurant _¤¾Ñ¼,Chinese,15.67,Weekend,Not given,26,26
1479044,405958,Sushi of Gari 46,Japanese,14.41,Weekend,5,30,27
1479048,405961,ilili Restaurant,Middle Eastern,16.76,Weekend,Not given,27,25
1479051,405962,Schnipper's Quality Kitchen,American,14.48,Weekend,Not given,29,20
1479052,405967,Prosperity Dumpling,Chinese,17.96,Weekday,5,26,26
1479057,405972,Vanessa's Dumpling House,Chinese,14.33,Weekend,Not given,26,25
1479062,405976,Serafina Fabulous Pizza,Italian,18.31,Weekend,Not given,27,25
1479067,405981,Jack's Wife Freda,Mediterranean,15.25,Weekend,4,24,22
1479072,405984,Socarrat Paella Bar,Spanish,16.64,Weekend,5,27,23
1479075,405988,Alidoro,American,15.68,Weekend,5,27,25
1479078,405990,Vanessa's Dumplings,Chinese,15.21,Weekend,5,25,26
1479083,405993,Kanoyama,Japanese,15.66,Weekday,4,28,23
1479085,405996,Bareburger,American,18.58,Weekday,5,24,25
1479087,405999,Melt Shop,American,15.57,Weekend,Not given,29,27
1479092,406001,Rubirosa,Italian,14.51,Weekday,4,27,20
1479096,406006,Bistango,Italian,14.05,Weekend,Not given,30,26
1479101,406011,Dickson's Farmstand Meats,American,13.98,Weekday,4,27,21
1479102,406012,da Umberto,Italian,17.5,Weekend,4,27,24
1479105,406017,CafÌ© China,Chinese,15.38,Weekend,Not given,24,24
1479107,406021,Cafe Mogador,Middle Eastern,18.45,Weekend,4,25,21
1479108,406026,Olea,Mediterranean,13.73,Weekday,4,28,24
1479110,406027,RedFarm Broadway,Chinese,18.41,Weekend,5,24,21
1479114,406029,Bareburger,American,15.19,Weekday,Not given,27,20
1479118,406032,Lucky's Famous Burgers,American,18.68,Weekday,Not given,29,28
1479123,406033,TAO,Japanese,15.74,Weekend,Not given,26,27
1479126,406035,Dirty Bird to Go,American,14.32,Weekday,4,25,25
1479128,406037,Pylos,Mediterranean,14.33,Weekday,5,27,27
1479129,406040,Han Dynasty,Chinese,15.73,Weekday,5,28,23
1479132,406041,Sushi Samba,Japanese,17.21,Weekday,4,27,20
1479137,406046,Otto Enoteca Pizzeria,Italian,15.31,Weekday,4,25,21
1479138,406047,Parm,Italian,15.75,Weekend,Not given,24,28
1479143,406048,Parm,Italian,17.01,Weekday,4,29,21
1479145,406049,Blue Ribbon Fried Chicken,American,17.93,Weekend,4,30,28
1479147,406052,Yama 49,Japanese,17.94,Weekday,5,25,21
1479149,406053,Hiroko's Place,Japanese,18.53,Weekday,Not given,27,24
1479153,406056,Byblos Restaurant,Middle Eastern,16.47,Weekend,Not given,24,25
1479154,406058,Yama Japanese Restaurant,Japanese,14.42,Weekday,4,29,25
1479156,406059,Haveli Indian Restaurant,Indian,16.69,Weekend,5,30,28
1479160,406061,CafÌ© China,Chinese,17.67,Weekday,5,27,21
1479161,406063,Dos Caminos Soho,Mexican,19.24,Weekday,4,24,22
1479163,406066,Cafe Mogador,Middle Eastern,21.54,Weekend,5,26,24
1479164,406070,Vanessa's Dumplings,Chinese,14.29,Weekday,5,30,26
1479165,406075,RedFarm Hudson,Chinese,14.63,Weekend,5,30,22
1479166,406076,Sushi of Gari 46,Japanese,14.97,Weekend,5,25,20
1479170,406077,Cipriani Le Specialita,Italian,18.57,Weekday,5,29,23
1479172,406080,Samurai Mama,Japanese,14.23,Weekend,Not given,25,27
1479176,406083,Mission Cantina,Mexican,14.45,Weekend,4,28,26
1479180,406085,The Meatball Shop,Italian,16.6,Weekday,5,29,20
1479185,406090,Haveli Indian Restaurant,Indian,15.34,Weekend,5,26,27
1479190,406094,Hampton Chutney Co.,Thai,17.48,Weekend,Not given,26,21
1479195,406099,RedFarm Broadway,Chinese,16.52,Weekend,4,27,24
1479199,406100,Lamarca Pasta,Italian,14.76,Weekend,4,30,20
1479202,406104,Dirty Bird To Go (archived),American,17.75,Weekday,Not given,25,20
1479207,406108,Sushi of Gari Tribeca,Japanese,16.73,Weekend,Not given,28,20
1479209,406111,Taro Sushi,Japanese,13.99,Weekday,Not given,24,20
1479213,406114,Piccolo Angolo,Italian,16.57,Weekend,4,26,28
1479215,406119,Amma,Indian,16.77,Weekday,Not given,26,28
1479219,406124,Blue Ribbon Fried Chicken,American,15.82,Weekday,5,27,21
1479220,406128,Boqueria,Spanish,20.54,Weekend,Not given,29,23
1479223,406132,Parm,Italian,14.55,Weekend,Not given,27,28
1479227,406134,Ravagh Persian Grill,Middle Eastern,20.59,Weekday,Not given,25,26
1479228,406139,Waverly Diner,American,14.36,Weekend,5,25,24
1479230,406141,Posto,Italian,16.93,Weekday,5,26,25
1479234,406146,The Meatball Shop,American,17.57,Weekend,4,28,21
1479238,406150,Jack's Wife Freda,Mediterranean,17.7,Weekday,Not given,29,23
1479239,406152,Hangawi,Korean,13.23,Weekend,4,23,22
1479243,406154,Parm,Italian,14.84,Weekday,5,30,24
1479246,406159,Lamarca Pasta,Italian,14.2,Weekday,5,25,23
1479249,406164,Five Guys Burgers and Fries,American,17.12,Weekend,Not given,28,26
1479251,406167,TAO,Japanese,17.15,Weekend,4,25,27
1479253,406170,Dos Caminos,Mexican,15.97,Weekend,4,26,28
1479256,406172,Dirty Bird To Go (archived),American,17.82,Weekday,4,25,20
1479257,406173,Jack's Wife Freda,Mediterranean,16.78,Weekday,4,24,22
1479262,406176,TAO,Japanese,16.32,Weekday,5,28,21
1479267,406178,Otto Enoteca Pizzeria,Italian,16.56,Weekend,Not given,25,22
1479270,406183,The Smile,American,14.26,Weekday,5,27,20
1479272,406187,Olea,Mediterranean,15.71,Weekday,5,27,27
1479273,406191,Tamarind TriBeCa,Indian,17.0,Weekday,5,27,21
1479275,406194,Five Guys Burgers and Fries,American,17.29,Weekend,Not given,30,28
1479277,406195,El Parador Cafe,Mexican,16.27,Weekday,4,28,26
1479282,406200,Five Guys Burgers and Fries,American,18.45,Weekday,4,30,21
1479283,406203,Mission Cantina,Mexican,17.39,Weekday,4,23,20
1479288,406207,Asuka Sushi,Japanese,14.96,Weekday,Not given,30,26
1479289,406208,Cafe de La Esquina,Mexican,19.08,Weekday,4,25,26
1479290,406210,Haandi,Indian,14.9,Weekend,Not given,28,28
1479291,406213,Boqueria,Spanish,20.13,Weekend,Not given,24,21
1479294,406218,Sushi of Gari,Japanese,18.19,Weekday,4,27,22
1479297,406221,Chipotle Mexican Grill $1.99 Delivery,Mexican,14.96,Weekday,5,27,25
1479300,406222,Galli Restaurant,Italian,17.59,Weekend,Not given,30,27
1479302,406224,Five Guys Burgers and Fries,American,16.89,Weekend,Not given,25,20
1479305,406226,Chola Eclectic Indian Cuisine,Indian,17.62,Weekday,5,28,23
1479306,406230,Joe's Shanghai _Àü£¾÷´,Chinese,15.24,Weekday,4,30,20
1479311,406231,The Meatball Shop,Italian,15.65,Weekend,4,24,27
1479312,406235,Parm,Italian,16.93,Weekend,Not given,24,28
1479316,406237,Rubirosa,Italian,18.31,Weekend,Not given,26,24
1479317,406242,Blue Ribbon Fried Chicken,American,14.74,Weekend,Not given,24,27
1479320,406243,Bareburger,American,17.73,Weekday,5,24,28
1479325,406245,Shake Shack,American,17.01,Weekend,Not given,29,26
1479330,406250,TAO,Japanese,16.04,Weekday,5,30,25
1479333,406251,Il Bambino,Italian,15.61,Weekend,Not given,25,28
1479336,406253,5 Napkin Burger,American,17.57,Weekend,Not given,30,21
1479340,406257,RedFarm Hudson,Chinese,18.47,Weekend,Not given,30,21
1479341,406261,ilili Restaurant,Middle Eastern,18.21,Weekday,Not given,25,25
1479343,406264,Crema Restaurante,Mexican,17.92,Weekend,4,25,20
1479344,406269,Byblos Restaurant,Middle Eastern,16.43,Weekend,4,23,21
1479347,406270,ilili Restaurant,Middle Eastern,20.88,Weekday,Not given,25,27
1479351,406271,Sushi of Gari 46,Japanese,17.21,Weekday,5,25,26
1479352,406274,Bukhara Grill,Indian,18.88,Weekday,4,28,22
1479357,406275,Nobu Next Door,Japanese,15.06,Weekend,Not given,30,28
1479361,406280,Donburi-ya,Japanese,17.33,Weekday,5,28,26
1479364,406284,Blue Ribbon Sushi,Japanese,17.32,Weekend,Not given,27,25
1479368,406287,Mission Cantina,Mexican,17.34,Weekday,4,23,25
1479369,406289,Five Leaves,American,14.31,Weekend,Not given,25,22
1479370,406291,Cafe Mogador,Middle Eastern,16.0,Weekday,Not given,29,25
1479371,406296,TAO,Japanese,14.64,Weekday,4,26,28
1479373,406301,Lamarca Pasta,Italian,14.33,Weekday,5,29,26
1479376,406303,Haru Gramercy Park,Japanese,15.57,Weekday,4,27,23
1479381,406304,Blue Ribbon Sushi,Japanese,16.18,Weekday,5,27,20
1479382,406309,Barbounia,Mediterranean,15.94,Weekend,4,30,26
1479386,406312,Blue Ribbon Sushi Bar & Grill,Japanese,15.51,Weekend,4,24,22
1479388,406317,Joe's Shanghai _Àü£¾÷´,Chinese,15.02,Weekday,4,24,22
1479391,406318,Shake Shack,American,17.13,Weekday,Not given,30,23
1479394,406322,Amma,Indian,14.49,Weekend,Not given,26,25
1479395,406327,Cafe Mogador,Middle Eastern,16.76,Weekend,Not given,25,25
1479399,406328,Dirty Bird to Go,American,16.07,Weekend,5,27,23
1479404,406329,Paul & Jimmy's,Italian,14.41,Weekday,4,25,20
